#det-num (side), patch-number (position), X-center, Y-center, Z-Center, X-Norm, Y-Norm, Z-Norm, X-HalfWidth, Y-HalfWidth, Z-HalfWidth
# top
5, 0, 93.33, 42.50, 125.38, 0, 0, 1, 21.33, 29.00,  0.00
5, 1, 93.33, 100.50, 125.38, 0, 0, 1, 21.33, 29.00,  0.00
5, 2, 136.00, 42.50, 125.38, 0, 0, 1, 21.33, 29.00,  0.00
5, 3, 136.00, 100.50, 125.38, 0, 0, 1, 21.33, 29.00,  0.00
5, 4, 178.67, 42.50, 125.38, 0, 0, 1, 21.33, 29.00,  0.00
5, 5, 178.67, 100.50, 125.38, 0, 0, 1, 21.33, 29.00,  0.00
